Region name
Beitbridge
Beitbridge Urban
Bikita
Bindura
Bindura Urban
Binga
Bubi
Buhera
Bulawayo
Bulilima
Centenary/ Muzarabani
Chegutu
Chegutu Urban
Chikomba
Chimanimani
Chinhoyi
Chipinge
Chipinge Urban
Chiredzi
Chiredzi Urban
Chirumhanzu
Chitungwiza
Chivi
Epworth
Gokwe North
Gokwe South
Gokwe South Urban
Goromonzi
Guruve
Gutu
Gwanda
Gwanda Urban
Gweru
Gweru Urban
Harare
Harare Rural
Hurungwe
Hwange
Hwange Urban
Hwedza
Insiza
Kadoma Urban
Kariba
Kariba Urban
Karoi
Kwekwe
Kwekwe Urban
Lupane
Makonde
Makoni
Mangwe
Marondera
Marondera Urban
Masvingo
Masvingo Urban
Matobo
Mazowe
Mberengwa
Mbire
Mhondoro-Ngezi
Mount Darwin
Mudzi
Murehwa
Mutare
Mutare Urban
Mutasa
Mutoko
Mvurwi
Mwenezi
Nkayi
Norton
Nyanga
Plumtree
Redcliff
Rusape
Rushinga
Ruwa
Sanyati
Seke
Shamva
Shurugwi
Shurugwi Town
Tsholotsho
Umguza
Umzingwane
Uzumba Maramba Pfungwe
Victoria Falls
Zaka
Zvimba
Zvishavane
Zvishavane Urban
