Region name
Bakel
Bambey
Bignona
Birkelane
Bounkiling
Dagana
Dakar
Diourbel
Fatick
Foundiougne
Gossas
Goudiry
Goudomp
Guediawaye
Guinguineo
Kaffrine
Kanel
Kaolack
Kebemer
Kedougou
Kolda
Koumpentoum
Koungheul
Linguere
Louga
Malem Hodar
Matam
Mbacke
Mbour
Medina Yoroufoula
Nioro Du Rip
Oussouye
Pikine
Podor
Ranerou
Rufisque
Saint Louis
Salemata
Saraya
Sedhiou
Tambacounda
Thies
Tivaoune
Velingara
Ziguinchor
