Region name
Avalon Peninsula
South Coast--Burin Peninsula *
West Coast--Northern Peninsul*
Notre Dame--Central Bonavista*
Prince Edward Island / Île-du
Cape Breton
North Shore / Côte-nord
Annapolis Valley
Southern / Sud
Halifax
Campbellton--Miramichi
Moncton--Richibucto
Saint John--St. Stephen
Fredericton--Oromocto
Edmundston--Woodstock
Gaspésie--Îles-de-la-Madelei
Bas-Saint-Laurent
Capitale-Nationale
Chaudière-Appalaches
Estrie
Centre-du-Québec
Montérégie
Montréal
Laval
Lanaudière
Laurentides
Outaouais
Abitibi-Témiscamingue
Mauricie
Saguenay--Lac-Saint-Jean
Côte-Nord
Nord-du-Québec
Ottawa
Kingston--Pembroke
Muskoka--Kawarthas
Toronto
Kitchener--Waterloo--Barrie
Hamilton--Niagara Peninsula
London
Windsor--Sarnia
Stratford--Bruce Peninsula
Northeast / Nord-est
Northwest / Nord-ouest
Southeast / Sud-est
South Central / Centre sud
Southwest / Sud-ouest
North Central / Centre nord
Winnipeg
Interlake
Parklands
North / Nord
Regina--Moose Mountain
Swift Current--Moose Jaw
Saskatoon--Biggar
Yorkton--Melville
Prince Albert
Northern / Nord
Lethbridge--Medicine Hat
Camrose--Drumheller
Calgary
Banff--Jasper--Rocky Mountain*
Red Deer
Edmonton
Athabasca--Grande Prairie--Pe*
Wood Buffalo--Cold Lake
Vancouver Island and Coast / *
Lower Mainland--Southwest / L*
Thompson--Okanagan
Kootenay
Cariboo
North Coast / Côte-nord
Nechako
Northeast / Nord-est
Yukon
Northwest Territories / Terri*
Nunavut
