Region name
Kuala Belait
Seria
Kuala Balai
Labi
Liang
Sukang
Melilas
Bukit Sawat
Telisai
Ukong
Rambai
Lamunin
Tanjong Maya
Pekan Tutong
Kiudang
Keriam
Pangkalan Batu
Sengkurong
Kilanas
Kianggeh
Lumapas
Kota Batu
Gadong
Berakas A
Berakas B
Mentiri
Serasa
Sungai Kebun
Saba
Peramu
Tamoi
Sungai Kedayan
Burong Pingai Ayer
Bangar
Labu
Batu Apoi
Bunkok
Amo
