Region name
Nossa Senhora Da Conceicao
Nossa Senhora Da Lapa
Nossa Senhora Da Luz
Nossa Senhora Das Dores
Nossa Senhora Da Ajuda
Nossa Senhora Do Livramento
Sao Joao Baptista
Nossa Senhora Do Rosario
Nossa Senhora Do Rosario
Santa Catarina Do Fogo
Santa Isabel
Santo Andre
Santo Antonio Das Pombas
Santo Crucifixo
Nossa Senhora Do Monte
Sao Joao Baptista
Sao Joao Baptista
Sao Lourenco
Santa Catarina
Santiago Maior
Santo Amaro Abade
Sao Lourenco Dos Orgaos
Sao Miguel Arcanjo
Nossa Senhora Da Graca
Santissimo Nome De Jesus
Sao Joao Baptista
Sao Salvador Do Mundo
Sao Pedro Apostolo
Sao Nicolau Tolentino
Nossa Senhora Da Luz
Nossa Senhora Da Luz
Sao Francisco De Assis
