Region name
Spitak
Gugark
Tashir
Stepanavan
Tumanian
Ashotck
Amasia
Akhuryan
Noyemberyan
Hrazdan
Nairi
Kotayk
Sevan
Vardenis
Gavar
Martuni
Meghri
Kapan
Goris
Sisian
Vayk
Yeghegnadzor
Ararat
Ashtarak
Talin
Ani
Artik
Vagharshapat
Baghramyan
Masis
Dilidjan
Aragats
Artashat
Armavir
Aparan
Idjevan
Yerevan
Karmir
Tavush
