Region name
Ryansoro
Ndava
Buyengero
Bugarama
Rumonge
Burambi
Kanyosha1
Kabezi
Muhuta
Mukike
Mutambu
Nyabiraba
Bururi
Vugizo
Vyanda
Rusaka
Mugamba
Songa
Mugongoman
Gisozi
Bisoro
Matana
Kayokwe
Mpanda
Murwi
Bubanza
Rango
Bukeye
Muramvya
Isale
Rugazi
Mubimbi
Rutegama
Kiganda
Mbuye
Gahombo
Gatara
Butaganzwa
Kayanza
Bugendana
Musongati
Rutana
Gitanga
Makamba
Rutovu
Buraza
Nyanrusang
Gishubi
Nyabihanga
Giheta
Itaba
Bukirasazi
Gitega
Makebuko
Butaganzwa
Mpinga-Kay
Nyabitsind
Ruyigi
Shombo
Butezi
Nyabikere
Bweru
Gitaramuka
Gashikanwa
Mutaho
Muhanga
Ngozi
Bugenyuzi
Gihogazi
Ruhororo
Tangara
Vumbi
Kiremba
Kirundo
Cankuzo
Mutumba
Buhiga
Mwakiro
Gasorwe
Gashoho
Gitobe
Bwambarang
Ntega
Marangara
Nyamurenza
Mwumba
Busiga
Kabarore
Bukinanyan
Mabayi
Mugina
Rugombo
Buganda
Gihanga
Mutimbuzi
Nyanza-Lac
Mabanda
Giharo
Kinyinya
Gisuru
Cendajuru
Gisagara
Mishiha
Kigamba
Buhinyuza
Muyinga
Butihinda
Giteranyi
Busoni
Bugabira
Kayogoro
Bukemba
Matongo
Muruta
Musigati
Muha
Mukaza
Ntahangwa
Kibago
