Region name
Pachyammos
Alevga
Pigenia
Kato Pyrgos
Loutros
Frodisia
Variseia
Galini
Karavostasi
Peristeronari
Pentageia
Kalo Chorio Soleas
Agios Nikolaos Soleas
Agios Georgios Soleas
Petra
Elia Lefkosias
Prastio Lefkosias
Kato Zodeia
Syrianochori
Morfou
Argaki
Masari
Kyra
Fyllia
Kalo Chorio Kapouti
Dyo Potamoi
Agia Marina Skyllouras
Skylloura
Agios Vasileios
Kanli
Kioneli
Ortakioï
Trachonas
Mandres Lefkosias
Mia Milia
Neo Chorio Lefkosias
Trachoni Lefkosias
Kythrea
Beïkioï
Kalyvakia
Voni
Petra tou Digeni
Palaikythro
Mora
Tymvou
Agia Kepir
Margo
Egkomi Lefkosias
Strovolos
Latsia
Agios Sozomenos
Potamia
Lympia
Dali
Alampra
Nisou
Agia Varvara
Margi
Kotsiatis
Mathiatis
Lythrodontas
Kataliontas
Lazanias
Kapedes
Analiontas
Kampia
Pera
Tseri
Lakatameia
Kokkinotrimithia
Palaiometocho
Agioi Trimithias
Kato Deftera
Pano Deftera
Psimolofou
Anageia
Ergates
Episkopeio
Politiko
Fikardou
Klirou
Arediou
Malounta
Agios Ioannis Malountas
Meniko
Agrokipia
Mitsero
Agioi Iliofotoi
Akaki
Orounta
Kato Moni
Avlona
Peristerona Lefkosias
Astromeritis
Potami
Vyzakia
Kato Koutrafas
Pano Koutrafas
Katydata
Skouriotissa
Linou
Flasou
Evrychou
Agios Theodoros Soleas
Agios Georgios Kafkaliou
Agia Marina Xyliatou
Platanistasa
Agios Epifanios Oreinis
Kalo Chorio Oreinis
Gourri
Farmakas
Kampi
Apliki
Palaichori Oreinis
Palaichori Morfou
Askas
Fterikoudi
Alona
Polystypos
Livadia Lefosias
Lagoudera
Saranti
Kannavia
Agia Eirini Lefkosias
Spilia
Kakopetria
Sinaoros
Galata
Moutoulias
Pedoulas
Kaliana
Oikos
Temvria
Korakou
Agios Epifanios Soleas
Gerakies
Tsakistra
Mylikouri
Agia Eirini Keryneias
Diorios
Karpaseia
Kormakitis
Livera
Orga
Asomatos Keryneias
Myrtou
Panagra
Vasileia
Kampyli
Larnakas Lapithou
Kontemenos
Agios Ermolaos
Agridaki
Sysklipos
Lapithos
Karavas
Ella Keryneias
Motides
Palaiosofos
Ftericha
Pileri
Fota
Krini
Kiomourtzou
Agirda
Trimithi
Agios Georgios Keryneias
Karmi
Templos
Thermeia
Kazafani
Belapais
Pano Dikomo
Kato Dikomo
Sichari
Vouno
Koutsoventis
Agios Epiktitos
Klepini
Charkeia
