Region name
Adenta Municipal
Ledzokuku Municipal
Chereponi
Wa East
Wa Municipal
Saboba
Jirapa
Gushegu
Sissala West
Nanumba North
Lambussie-karni
Bolgatanga Municipal
Nanumba South
Wenchi Municipal
Bongo
Tano South Municipal
Kasena Nankana West
Wa West
Sunyani Municipal
Sawla-tuna-kalba
Asante Akim South
Sissala East
Ada East
Shai Osudoku
Kasena Nankana East
Ada West
Bunkpurugu Nakpanduri
Garu
Ningo/prampram
East Mamprusi
La Dade-kotopon
Bawku West
Aowin
Dormaa East
Suaman
Berekum East Municipal
Bia East
Jaman South Municipal
Bia West
Sunyani West
Asunafo North Municipal
Bodi
Juaboso
Nkoranza North
Kintampo South
Shama
Tano North Municipal
Wassa East
Ketu North
Mpohor
Wassa Amenfi West
Ketu South
Wassa Amenfi Central
Keta Municipal
Kadjebi
Mfantseman Municipal
South Tongu
Ekumfi
Twifo Hemang Lower Denkyira
Jasikan
Twifo Atti-morkwa
Krachi East Municipal
Awutu Senya
Nkwanta South Municipal
Awutu Senya East
Afigya Kwabre South
La-nkwantanang-madina
Atwima Kwanwoma
Sekyere South
Ga East
Ayawaso West
Sekyere East
Ga South Municipal
Ga West Municipal
Sekyere Central
Ga Central Municipal
Offinso North
Krachi West
Offinso Municipal
Obuasi Municipal
Krachi Nchumuru
Kwabre East
Agotime Ziope
Adaklu
Ejura-sekyedumase
Atwima Nwabiagya South
Akatsi South
Atwima Mponua
Akatsi North
Ho Municipal
Adansi South
Hohoe Municipal
Adansi Asokwa
Ho West
Bosome Freho
Afadzato South
Ahafo Ano South East
North Dayi
Bekwai Municipal
Kpando Municipal
Bosomtwe
North Tongu
Central Tongu
Mampong Municipal
Ajumako-enyan-essiam
Gomoa West
Agona West Municipal
Agona East
Assin North
Assin South
Asikuma-odoben-brakwa
Effutu Municipal
Gomoa East
Abura-asebu-kwamankese
Jomoro
Ellembelle
Dormaa Municipal
Dormaa West
Nadowli-kaleo
Prestea/huni Valley
Ahanta West Municipal
Daffiama Bussie Issa
Nzema East
Lawra
Nandom
Tarkwa Nsuaem
Talensi
Sefwi Akontombra
Effia Kwesimintsim Municipal
Nabdam
Builsa South
Builsa North
Binduri
Pusiga
Bawku Municipal
North Gonja
West Gonja
Mion
Yendi Municipal
Tolon
Kumbungu
West Mamprusi Municipal
Mamprugu Moagduri
Zabzugu
Tatale Sanguli
Sene East
Bibiani-anhwiaso-bekwai Municipal
Sene West
Upper Denkyira East Municipal
Asutifi North
Ahafo Ano North
Amansie Central
Amansie West
Asutifi South
Techiman Municipal
Upper Denkyira West
Techiman North
Cape Coast Metropolitan
Komenda-edina-eguafo-abirem Municipal
Banda
Sefwi-wiawso
Jaman North
Asunafo South
Tain
Nkoranza South
Sekyere Kumawu
Bole
Sekyere Afram Plains North
Asante Akim North
Asante Akim Central Municipal
Kintampo North Municipal
Asokore Mampong Municipal
Atebubu Amantin
Kwadaso Municipal
Kpandai
Ejisu Municipal
Nkwanta North
Biakoye
Wassa Amenfi East
Central Gonja
Tema West Municipal
Ashaiman Municipal
Pru East
Kpone Katamanso
Savelugu
Tamale Metropolitan
Sagnerigu
Karaga
North East Gonja
South Dayi
Tempane
Bolga  East
Yunyoo-nasuan
Nanton
Assin Fosu
Gomoa Central
Pru West
Berekum West
Ahafo Ano South West
Amansie South
Atwima Nwabiagya North
Adansi Akrofuom
Adansi North
Obuasi East
Afigya Kwabre North
Kumasi Metropolitan
Oforikrom Municipal
Asokwa  Municipal
Old Tafo Municipal
Suame Municipal
Juaben Municipal
Ablekuma Central Municipal
Korle Klottey Municipal
Ablekuma North Municipal
Ayawaso North Municipal
Ayawaso East Municipal
Okaikwei North Municipal
Ga North Municipal
Weija Gbawe Municipal
Krowor Municipal
Tema Metropolitan
East Gonja Municipal
Ablekuma West Municipal
Ayawaso Central Municipal
Accra Metropolis
Anloga
Sekondi Takoradi Metropolis
Kwahu South
Asene Akroso Manso
Upper Manya
Achiase
Okere
Yilo Krobo
Atiwa West
New Juaben North Municipal
Fanteakwa North
Birim North
Asuogyaman
Kwahu East
Kwahu West
Lower Manya
Nsawam Adoagyiri
Akwapem South
Denkyembour
Kwaebibirem
Kwahu Afram Plains South
Kwahu Afram Plains North
Suhum Municipal
Ayensuano
Abuakwa South
Upper West Akim
West Akim
Akyem Mansa
Atiwa East
New Juaben South Municipal
Birim South
Abuakwa North
Akwapem North
Fanteakwa South
Birim Central Municipal
