Region name
Monte Cristi
Dajabón
La Estrelleta
Independencia
Pedernales
La Altagracia
El Seybo
Hato Mayor
Samaná
María Trinidad Sánchez
Espaillat
Puerto Plata
Barahona
Azua
Peravia
San Cristóbal
Santo Domingo
Distrito Nacional
San Pedro de Macorís
La Romana
Valverde
Santiago Rodríguez
La Vega
Hermanas
Duarte
Santiago
Bahoruco
San Juan
Monseñor Nouel
Sánchez Ramírez
San José de Ocoa
Monte Plata
