Region name
Rio San Juan
Boaco
Chontales
Managua
Leon
Chinandega
Madriz
Estelí
Nueva Segovia
Matagalpa (Departemento)
North Carribean Coast Autonomous Region
South Atlantic Autonomous Region
Jinotega (Departamento)
Carazo
Granada
Masaya
Rivas
