Region name
Boa Vista
Brava
Maio
Sal
São Vicente
Ribeira Brava
Tarrafal de São Nicolau
Porto Novo
Ribeira Grande
Paul
Mosteiros
Santa Catarina do Fogo
São Filipe
São Miguel
Tarrafal
Santa Catarina
Santa Cruz
São Salvador do Mundo
São Lourenço dos Órgãos
São Domingos
Praia
Ribeira Grande de Santiago
