Region name
Bas-Sassandra
Denguele
District Autonome D'Abidjan
District Autonome De Yamoussoukro
Goh-Djiboua
Lacs
Montagnes
Sassandra-Marahoue
Savanes
Valle Du Bandama
Woroba
Zanzan
Lagunes
Comoe
