Region name
Pastaza
Carchi
Loja
Zamora Chinchipe
El Oro
Esmeraldas
Imbabura
Sucumbios
Santa Elena
Santo Domingo de los Tsáchilas
Pichincha
Manabi
Azuay
Cañar
Guayas
Los Ríos
Cotopaxi
Bolívar
Tungurahua
Chimborazo
Morona Santiago
Napo
Orellana
Galápagos
