Region name
Pest
Szabolcs-Szatmár-Bereg
Hajdú-Bihar
Borsod-Abaúj-Zemplén
Nógrád
Heves
Békés
Csongrád-Csanád
Jász-Nagykun-Szolnok
Komárom-Esztergom
Győr-Moson-Sopron
Vas
Zala
Veszprém
Baranya
Somogy
Tolna
Bács-Kiskun
Fejér
